,name,team,opponent,points,salary,week
0,"Watkins, Sammy",kan,jac,42.3,6300,1
1,"Jackson, DeSean",phi, was,31.4,5600,1
2,"Ross, John",cin,sea,31.3,5400,1
3,"Brown, Marquise",bal,mia,28.7,5000,1
4,"Hopkins, DeAndre",hou,nor,27.1,9000,1
5,"Hilton, T.Y.",ind,lac,24.7,7700,1
6,"Dorsett, Phillip",nwe, pit,23.5,4900,1
7,"Chark, D.J.",jac, kan,22.6,4900,1
8,"Allen, Keenan",lac, ind,22.3,7700,1
9,"Brown, John",buf,nyj,21.8,5500,1
10,"Fitzgerald, Larry",ari, det,21.3,5900,1
11,"McLaurin, Terry",was,phi,21,4500,1
12,"Amendola, Danny",det,ari,19.9,4900,1
13,"Jeffery, Alshon",phi, was,19.6,6700,1
14,"Cooper, Amari",dal, nyg,19.6,7500,1
15,"Williams, Tyrell",oak, den,19.5,5400,1
16,"Gallup, Michael",dal, nyg,19.3,5600,1
17,"Conley, Chris",jac, kan,18.7,4500,1
18,"Thomas, Michael",nor, hou,17.3,8500,1
19,"Crowder, Jamison",nyj, buf,17.3,5400,1
20,"Sanders, Emmanuel",den,oak,17.1,5600,1
21,"Sutton, Courtland",den,oak,15.5,5900,1
22,"Cobb, Randall",dal, nyg,14.9,5000,1
23,"Gordon, Josh",nwe, pit,14.8,6300,1
24,"Ridley, Calvin",atl,min,14.4,6500,1
25,"Robinson, Allen",chi, gnb,13.7,6500,1
26,"Ginn Jr., Ted",nor, hou,13.6,5000,1
27,"Edelman, Julian",nwe, pit,13.38,7100,1
28,"Godwin, Chris",tam, sfo,12.8,6900,1
29,"Woods, Robert",lar,car,12.6,7000,1
30,"Golladay, Kenny",det,ari,12.2,6900,1
31,"Jones, Julio",atl,min,12.1,8500,1
32,"Thielen, Adam",min, atl,11.8,7400,1
33,"Westbrook, Dede",jac, kan,11.7,5900,1
34,"Brown, A.J.",ten,cle,11.5,5100,1
35,"Quinn, Trey",was,phi,11.3,4900,1
36,"Stills, Kenny",hou,nor,11.2,5800,1
37,"Snead, Willie",bal,mia,11.1,4800,1
38,"Lockett, Tyler",sea, cin,10.9,6800,1
39,"Metcalf, D.K.",sea, cin,10.9,5500,1
40,"Smith-Schuster, JuJu",pit,nwe,10.8,8100,1
41,"Beckham Jr., Odell",cle, ten,10.6,8200,1
42,"James, Richie",sfo,tam,10.4,4500,1
43,"Boyd, Tyler",cin,sea,10.3,6900,1
44,"Williams, Preston",mia, bal,9.9,4500,1
45,"Landry, Jarvis",cle, ten,9.7,6300,1
46,"Smith, Tre'Quan",nor, hou,9.6,5200,1
47,"Moore, D.J.",car, lar,9.1,6200,1
48,"Parker, DeVante",mia, bal,9,5300,1
49,"Latimer, Cody",nyg,dal,8.9,5500,1
50,"Kirk, Christian",ari, det,8.4,6000,1
51,"Hill, Taysom",nor, hou,8.2,6100,1
52,"Sanu, Mohamed",atl,min,8.2,5300,1
53,"Kupp, Cooper",lar,car,8.1,6800,1
54,"Jones, Marvin",det,ari,8,6100,1
55,"Fuller, Will",hou,nor,7.9,6100,1
56,"Shepard, Sterling",nyg,dal,7.2,6000,1
57,"Valdes-Scantling, Marquez",gnb,chi,7.2,5900,1
58,"Johnson, KeeSean",ari, det,7.1,4900,1
59,"Boykin, Miles",bal,mia,7,4500,1
60,"Fowler, Bennie",nyg,dal,6.5,4500,1
61,"Beasley, Cole",buf,nyj,6.5,4800,1
62,"Byrd, Damiere",ari, det,6.2,4500,1
63,"Washington, James",pit,nwe,6.1,5500,1
64,"Hardy, Justin",atl,min,6.1,4500,1
65,"Switzer, Ryan",pit,nwe,5.9,4500,1
66,"Higgins, Rashard",cle, ten,5.6,4500,1
67,"Adams, Davante",gnb,chi,5.6,8700,1
68,"Richardson, Paul",was,phi,5.6,4900,1
69,"Cooks, Brandin",lar,car,4.9,7000,1
70,"Diggs, Stefon",min, atl,4.7,7200,1
71,"Samuel, Curtis",car, lar,4.7,5900,1
72,"Funchess, Devin",ind,lac,4.7,5600,1
73,"Willis, Damion",cin,sea,4.5,4500,1
74,"Cain, Deon",ind,lac,4.5,4500,1
75,"Harmon, Kelvin",was,phi,4.1,4500,1
76,"Johnson, Diontae",pit,nwe,4,4500,1
77,"Williams, Mike",lac, ind,3.9,6400,1
78,"Anderson, Robby",nyj, buf,3.8,6300,1
79,"Evans, Mike",tam, sfo,3.8,7900,1
80,"Gabriel, Taylor",chi, gnb,3.4,5100,1
81,"Davis, Trevor",oak, den,3.3,4500,1
82,"Samuel, Deebo",sfo,tam,3.2,5200,1
83,"Hill, Tyreek",kan,jac,3.1,7600,1
84,"Grant, Ryan",oak, den,3.1,4500,1
85,"Jones, Zay",buf,nyj,2.8,5000,1
86,"Erickson, Alex",cin,sea,2.8,4500,1
87,"Hurns, Allen",mia, bal,2.7,4500,1
88,"Ratley, Damion",cle, ten,2.7,4500,1
89,"Meyers, Jakobi",nwe, pit,2.7,4500,1
90,"Wilson, Albert",mia, bal,2.4,5000,1
91,"Renfrow, Hunter",oak, den,2.3,4500,1
92,"Moncrief, Donte",pit,nwe,2.2,5400,1
93,"Benjamin, Travis",lac, ind,2.2,4900,1
94,"Agholor, Nelson",phi, was,2.1,5000,1
95,"Perriman, Breshad",tam, sfo,2,4800,1
96,"Bellamy, Josh",nyj, buf,2,4500,1
97,"Wright, Jarius",car, lar,1.9,4700,1
98,"Gage, Russell",atl,min,1.7,4500,1
99,"Roberts, Seth",bal,mia,1.5,4500,1
100,"Hamilton, DaeSean",den,oak,1.5,5600,1
101,"Bourne, Kendrick",sfo,tam,1.4,4500,1
102,"Beebe, Chad",min, atl,1.4,4800,1
103,"Campbell, Parris",ind,lac,1.3,5000,1
104,"Austin, Tavon",dal, nyg,1.3,4500,1
105,"Goodwin, Marquise",sfo,tam,1.2,5400,1
106,"Pettis, Dante",sfo,tam,1.2,6500,1
107,"Harris, Dwayne",oak, den,1.2,4500,1
108,"Humphries, Adam",ten,cle,1,5200,1
109,"Inman, Dontrelle",lac, ind,1,4500,1
110,"Patterson, Cordarrelle",chi, gnb,0.6,4500,1
111,"Robinson, Demarcus",kan,jac,0.5,4800,1
112,"Carter, DeAndre",hou,nor,0.4,4500,1
113,"Sharpe, Tajae",ten,cle,0,4500,1
114,"Hollins, Mack",phi, was,0,4500,1
115,"Pringle, Byron",kan,jac,0,4500,1
116,"Hogan, Chris",car, lar,0,4600,1
117,"Moore, Chris",bal,mia,0,5100,1
118,"Olszewski, Gunner",nwe, pit,0,4500,1
119,"Turner, Malik",sea, cin,0,4500,1
120,"Sherfield, Trent",ari, det,0,4500,1
121,"Nelson, J.J.",oak, den,0,4500,1
122,"Cooper, Pharoh",cin,sea,0,4500,1
123,"Lee, Marqise",jac, kan,0,5000,1
124,"Berrios, Braxton",nyj, buf,0,4500,1
125,"Jennings, Darius",ten,cle,0,4500,1
126,"Rogers, Chester",ind,lac,0,4700,1
127,"Thomas, Mike",lar,car,0,4500,1
128,"Natson, JoJo",lar,car,0,4500,1
129,"Lazard, Allen",gnb,chi,0,4500,1
130,"Spencer, Diontae",den,oak,0,4500,1
131,"Miller, Anthony",chi, gnb,0,5700,1
132,"Allison, Geronimo",gnb,chi,0,5500,1
133,"Smith, Devin",dal, nyg,0,4500,1
134,"Johnson, Olabisi",min, atl,0,4500,1
135,"Sims Jr., Steven",was,phi,0,4500,1
136,"Davis, Corey",ten,cle,0,6200,1
137,"Wims, Javon",chi, gnb,0,4500,1
138,"Wilson, Bobo",tam, sfo,0,4500,1
139,"Hodge, KhaDarel",cle, ten,0,4500,1
140,"Watson, Justin",tam, sfo,0,4500,1
141,"Pascal, Zach",ind,lac,0,4500,1
142,"Foster, Robert",buf,nyj,0,5700,1
143,"Kumerow, Jake",gnb,chi,0,4500,1
144,"Slater, Matthew",nwe, pit,0,4500,1
145,"Arcega-Whiteside, JJ",phi, was,0,4800,1
146,"Holton, Johnny",pit,nwe,0,4500,1
147,"Reynolds, Josh",lar,car,0,4900,1
148,"Core, Cody",nyg,dal,0,4800,1
149,"McKenzie, Isaiah",buf,nyj,0,4500,1
150,"Brown, Jaron",sea, cin,0,4500,1
151,"Kirkwood, Keith",nor, hou,0,4600,1
152,"Isabella, Andy",ari, det,0,4600,1
153,"Hardman, Mecole",kan,jac,0,5100,1
154,"McCloud, Ray-Ray",car, lar,0,4500,1
155,"Cole, Keelan",jac, kan,0,4700,1
156,"Lacy, Chris",det,ari,0,4500,1
157,"Harris, Deonte",nor, hou,0,4500,1
158,"Patrick, Tim",den,oak,0,4500,1
159,"Shepard, Russell",nyg,dal,0,4500,1
160,"Grant, Jakeem",mia, bal,-1.8,4500,1
161,"Enunwa, Quincy",nyj, buf,-1.9,5200,1
162,"Robinson, Demarcus",kan,oak,32.2,5200,2
163,"Jones, Julio",atl, phi,25.1,8300,2
164,"Beckham Jr., Odell",cle,nyj,25.1,8100,2
165,"Sanders, Emmanuel",den, chi,23.3,5600,2
166,"Godwin, Chris",tam,car,22.1,7300,2
167,"Golladay, Kenny",det, lac,21.7,6600,2
168,"Agholor, Nelson",phi,atl,20.7,4800,2
169,"Ridley, Calvin",atl, phi,20.5,6500,2
170,"Ross, John",cin, sfo,19.2,6400,2
171,"Samuel, Deebo",sfo,cin,17.9,4900,2
172,"Boyd, Tyler",cin, sfo,17.2,6300,2
173,"Goodwin, Marquise",sfo,cin,15.2,5200,2
174,"Cooks, Brandin",lar, nor,15.1,7000,2
175,"Kupp, Cooper",lar, nor,15.1,6800,2
176,"Chark, D.J.",jac,hou,15,5400,2
177,"Smith, Devin",dal,was,14.9,4500,2
178,"McLaurin, Terry",was, dal,14.7,5300,2
179,"Kirk, Christian",ari,bal,14.4,5400,2
180,"Adams, Davante",gnb, min,14.1,8200,2
181,"Hardman, Mecole",kan,oak,14.1,4700,2
182,"Brown, Antonio",nwe,mia,14.1,7800,2
183,"Thomas, Michael",nor,lar,13.9,8500,2
184,"Allen, Keenan",lac,det,13.8,7700,2
185,"Metcalf, D.K.",sea,pit,13.6,6100,2
186,"Moore, D.J.",car, tam,13.4,6200,2
187,"Williams, Tyrell",oak, kan,13.1,5900,2
188,"Lockett, Tyler",sea,pit,12.9,6700,2
189,"Fitzgerald, Larry",ari,bal,12.9,5500,2
190,"Brown, Marquise",bal, ari,12.6,5700,2
191,"Cooper, Amari",dal,was,12.4,7800,2
192,"Hilton, T.Y.",ind,ten,12.3,7600,2
193,"Samuel, Curtis",car, tam,11.8,5500,2
194,"McKenzie, Isaiah",buf,nyg,11.4,4500,2
195,"Jones, T.J.",nyg, buf,11.3,0,2
196,"Smith-Schuster, JuJu",pit, sea,10.9,8100,2
197,"Brown, John",buf,nyg,10.7,6300,2
198,"Beasley, Cole",buf,nyg,10.3,5000,2
199,"Anderson, Robby",nyj, cle,10.1,6000,2
200,"Thielen, Adam",min,gnb,10,7300,2
201,"Gallup, Michael",dal,was,9.8,6200,2
202,"Williams, Mike",lac,det,9.8,6100,2
203,"Fowler, Bennie",nyg, buf,9.6,4900,2
204,"Diggs, Stefon",min,gnb,9.4,6900,2
205,"Conley, Chris",jac,hou,9.3,5100,2
206,"Richardson, Paul",was, dal,9.1,4700,2
207,"Allison, Geronimo",gnb, min,8.5,5100,2
208,"Williams, Preston",mia, nwe,8.3,4800,2
209,"Evans, Mike",tam,car,8.1,7500,2
210,"Watkins, Sammy",kan,oak,7.9,7400,2
211,"Campbell, Parris",ind,ten,7.7,5000,2
212,"Hollins, Mack",phi,atl,7.5,4500,2
213,"Byrd, Damiere",ari,bal,7.5,4500,2
214,"Edelman, Julian",nwe,mia,7.2,7100,2
215,"Turner, Malik",sea,pit,6.9,4500,2
216,"Jones, Marvin",det, lac,6.8,5700,2
217,"Beebe, Chad",min,gnb,6.6,4600,2
218,"Hopkins, DeAndre",hou, jac,6.5,9000,2
219,"Smith, Tre'Quan",nor,lar,6.4,5200,2
220,"Robinson, Allen",chi,den,6.1,7200,2
221,"Sutton, Courtland",den, chi,6,5900,2
222,"Fuller, Will",hou, jac,6,6100,2
223,"Cobb, Randall",dal,was,6,5500,2
224,"Ratley, Damion",cle,nyj,6,4500,2
225,"Crowder, Jamison",nyj, cle,6,6200,2
226,"Johnson, KeeSean",ari,bal,5.6,4900,2
227,"Quinn, Trey",was, dal,5.6,5100,2
228,"Dorsett, Phillip",nwe,mia,5.4,4700,2
229,"Davis, Corey",ten, ind,5.3,5700,2
230,"Woods, Robert",lar, nor,5.2,7300,2
231,"Renfrow, Hunter",oak, kan,5,4500,2
232,"Patterson, Cordarrelle",chi,den,5,4500,2
233,"Stills, Kenny",hou, jac,4.8,5300,2
234,"Landry, Jarvis",cle,nyj,4.7,6200,2
235,"Latimer, Cody",nyg, buf,4.5,5500,2
236,"Core, Cody",nyg, buf,4.3,4500,2
237,"Brown, A.J.",ten, ind,4,5400,2
238,"Rogers, Chester",ind,ten,3.9,4700,2
239,"Sanu, Mohamed",atl, phi,3.6,5300,2
240,"Sharpe, Tajae",ten, ind,3.4,4500,2
241,"Valdes-Scantling, Marquez",gnb, min,3.4,5600,2
242,"Washington, James",pit, sea,3.3,5500,2
243,"Inman, Dontrelle",lac,det,3.3,4500,2
244,"Grant, Jakeem",mia, nwe,3.3,4500,2
245,"Gabriel, Taylor",chi,den,3,4800,2
246,"Gordon, Josh",nwe,mia,2.9,6300,2
247,"Shepard, Russell",nyg, buf,2.9,4500,2
248,"Hill, Taysom",nor,lar,2.6,6000,2
249,"Hamilton, DaeSean",den, chi,2.5,5600,2
250,"Wright, Jarius",car, tam,2.5,4500,2
251,"Sims Jr., Steven",was, dal,2.4,4500,2
252,"Crabtree, Michael",ari,bal,2.3,4600,2
253,"Johnson, Diontae",pit, sea,2.2,4500,2
254,"Jones, Zay",buf,nyg,1.9,4700,2
255,"Erickson, Alex",cin, sfo,1.9,4500,2
256,"Hurns, Allen",mia, nwe,1.8,4500,2
257,"Hogan, Chris",car, tam,1.7,4500,2
258,"Kumerow, Jake",gnb, min,1.7,4500,2
259,"Coutee, Keke",hou, jac,1.7,5400,2
260,"Boykin, Miles",bal, ari,1.6,4500,2
261,"Jennings, Darius",ten, ind,1.6,4500,2
262,"James, Richie",sfo,cin,1.2,4700,2
263,"Willis, Damion",cin, sfo,1.1,4500,2
264,"Thomas, De'Anthony",kan,oak,1.1,4500,2
265,"Tate, Auden",cin, sfo,1.1,4500,2
266,"Humphries, Adam",ten, ind,1,4800,2
267,"Snead, Willie",bal, ari,1,5000,2
268,"Bellamy, Josh",nyj, cle,1,4500,2
269,"Bourne, Kendrick",sfo,cin,0.9,4500,2
270,"Arcega-Whiteside, JJ",phi,atl,0.9,4600,2
271,"Westbrook, Dede",jac,hou,0.8,5900,2
272,"Miller, Anthony",chi,den,0.7,5200,2
273,"Pettis, Dante",sfo,cin,0.64,5600,2
274,"Switzer, Ryan",pit, sea,0.5,4500,2
275,"Thomas, Demaryius",nyj, cle,0.4,4700,2
276,"Grant, Ryan",oak, kan,0.3,4500,2
277,"Jeffery, Alshon",phi,atl,0,6700,2
278,"Pringle, Byron",kan,oak,0,4500,2
279,"Ginn Jr., Ted",nor,lar,0,5000,2
280,"Roberts, Seth",bal, ari,0,4500,2
281,"Moore, Chris",bal, ari,0,4700,2
282,"Olszewski, Gunner",nwe,mia,0,4500,2
283,"Jackson, DeSean",phi,atl,0,6600,2
284,"Moncrief, Donte",pit, sea,0,5400,2
285,"Gage, Russell",atl, phi,0,4500,2
286,"Sherfield, Trent",ari,bal,0,4500,2
287,"Berrios, Braxton",nyj, cle,0,4500,2
288,"Davis, Geremy",lac,det,0,4500,2
289,"Thomas, Mike",lar, nor,0,4500,2
290,"Natson, JoJo",lar, nor,0,4500,2
291,"Lazard, Allen",gnb, min,0,4500,2
292,"Spencer, Diontae",den, chi,0,4500,2
293,"Johnson, Olabisi",min,gnb,0,4500,2
294,"Amendola, Danny",det, lac,0,5400,2
295,"Wims, Javon",chi,den,0,4500,2
296,"Wilson, Bobo",tam,car,0,4500,2
297,"Cain, Deon",ind,ten,0,4500,2
298,"Taylor, Taywan",cle,nyj,0,4500,2
299,"Hodge, KhaDarel",cle,nyj,0,4500,2
300,"Watson, Justin",tam,car,0,4500,2
301,"Harmon, Kelvin",was, dal,0,4500,2
302,"Benjamin, Travis",lac,det,0,4900,2
303,"Pascal, Zach",ind,ten,0,4500,2
304,"Parker, DeVante",mia, nwe,0,5300,2
305,"Foster, Robert",buf,nyg,0,5300,2
306,"Slater, Matthew",nwe,mia,0,4500,2
307,"Carter, DeAndre",hou, jac,0,4500,2
308,"Perriman, Breshad",tam,car,0,4800,2
309,"Holton, Johnny",pit, sea,0,4500,2
310,"Reynolds, Josh",lar, nor,0,4600,2
311,"Brown, Jaron",sea,pit,0,4500,2
312,"McCloud, Ray-Ray",car, tam,0,4500,2
313,"Cole, Keelan",jac,hou,0,4600,2
314,"Hardy, Justin",atl, phi,0,4500,2
315,"Lacy, Chris",det, lac,0,4500,2
316,"Davis, Trevor",oak, kan,0,4500,2
317,"Harris, Deonte",nor,lar,-0.2,4500,2
318,"Evans, Mike",tam, nyg,41,7100,3
319,"Allen, Keenan",lac, hou,37.1,7800,3
320,"Gabriel, Taylor",chi,was,29.2,4800,3
321,"Kupp, Cooper",lar,cle,27.7,6900,3
322,"Lockett, Tyler",sea, nor,26.9,6600,3
323,"Cooper, Amari",dal, mia,23.8,7700,3
324,"Shepard, Sterling",nyg,tam,23.6,6000,3
325,"Jones, Julio",atl,ind,22.8,8300,3
326,"Jones, Marvin",det,phi,19.1,5400,3
327,"Thielen, Adam",min, oak,19.1,7000,3
328,"Agholor, Nelson",phi, det,19,4800,3
329,"Valdes-Scantling, Marquez",gnb, den,18.9,5300,3
330,"Richardson, Paul",was, chi,18.3,4700,3
331,"Hardman, Mecole",kan, bal,17.4,6300,3
332,"Hilton, T.Y.",ind, atl,16.5,7400,3
333,"Cooks, Brandin",lar,cle,16,7100,3
334,"McLaurin, Terry",was, chi,16,5700,3
335,"Edelman, Julian",nwe, nyj,15.7,6900,3
336,"Smith-Schuster, JuJu",pit,sfo,15.6,7500,3
337,"Chark, D.J.",jac, ten,15.6,5700,3
338,"Dorsett, Phillip",nwe, nyj,15.5,5000,3
339,"Thomas, Michael",nor,sea,13.9,8000,3
340,"Samuel, Curtis",car,ari,13.8,5800,3
341,"Johnson, Diontae",pit,sfo,13.3,4500,3
342,"Moore, D.J.",car,ari,12.9,6500,3
343,"Humphries, Adam",ten,jac,12.3,4600,3
344,"Pascal, Zach",ind, atl,12.3,4500,3
345,"Fitzgerald, Larry",ari, car,12.1,5900,3
346,"Robinson, Demarcus",kan, bal,11.8,6700,3
347,"Nelson, J.J.",oak,min,11.6,4500,3
348,"Gordon, Josh",nwe, nyj,11.4,6000,3
349,"Sutton, Courtland",den,gnb,11.2,5600,3
350,"Kirk, Christian",ari, car,10.9,5900,3
351,"Stills, Kenny",hou,lac,10.9,5100,3
352,"Beasley, Cole",buf, cin,10.8,5100,3
353,"Sanu, Mohamed",atl,ind,10.7,5300,3
354,"Williams, Tyrell",oak,min,10.4,6200,3
355,"Pettis, Dante",sfo, pit,10,4600,3
356,"Tate, Auden",cin,buf,9.8,4500,3
357,"Boyd, Tyler",cin,buf,9.7,6600,3
358,"Hopkins, DeAndre",hou,lac,9.7,8900,3
359,"Slayton, Darius",nyg,tam,9.7,4500,3
360,"Robinson, Allen",chi,was,9,7000,3
361,"Watkins, Sammy",kan, bal,8.9,7100,3
362,"Williams, Preston",mia,dal,8.8,5100,3
363,"Beckham Jr., Odell",cle, lar,8.6,8100,3
364,"Hollins, Mack",phi, det,8.2,4500,3
365,"Sharpe, Tajae",ten,jac,8,4500,3
366,"Landry, Jarvis",cle, lar,7.7,6200,3
367,"Metcalf, D.K.",sea, nor,7.7,6200,3
368,"Fuller, Will",hou,lac,7.6,6000,3
369,"Adams, Davante",gnb, den,7.6,8200,3
370,"Westbrook, Dede",jac, ten,7.5,5200,3
371,"Brown, John",buf, cin,7.5,5900,3
372,"Woods, Robert",lar,cle,7.3,7000,3
373,"Parker, DeVante",mia,dal,7.1,4800,3
374,"Snead, Willie",bal,kan,6.2,5000,3
375,"Williams, Mike",lac, hou,6,6100,3
376,"Samuel, Deebo",sfo, pit,5.9,5500,3
377,"Brown, Marquise",bal,kan,5.9,6100,3
378,"Davis, Corey",ten,jac,5.9,5500,3
379,"Amendola, Danny",det,phi,5.7,4900,3
380,"Godwin, Chris",tam, nyg,5.5,7600,3
381,"Quinn, Trey",was, chi,5.5,5100,3
382,"Goodwin, Marquise",sfo, pit,5.1,5400,3
383,"Grant, Jakeem",mia,dal,5.1,4500,3
384,"Smith, Devin",dal, mia,4.9,5200,3
385,"Wright, Jarius",car,ari,4.8,4500,3
386,"Meyers, Jakobi",nwe, nyj,4.8,4500,3
387,"Roberts, Seth",bal,kan,4.7,4500,3
388,"Brown, Jaron",sea, nor,4.5,4500,3
389,"Jones, Zay",buf, cin,4.3,4700,3
390,"Renfrow, Hunter",oak,min,4.3,5000,3
391,"Ratley, Damion",cle, lar,4.1,4500,3
392,"Conley, Chris",jac, ten,4,5500,3
393,"Harris, Deonte",nor,sea,4,4500,3
394,"Berrios, Braxton",nyj,nwe,3.9,4500,3
395,"Campbell, Parris",ind, atl,3.9,5000,3
396,"Crowder, Jamison",nyj,nwe,3.5,6200,3
397,"Moore, David",sea, nor,3.4,4800,3
398,"Sims Jr., Steven",was, chi,3.4,4500,3
399,"Cobb, Randall",dal, mia,3.3,5300,3
400,"Diggs, Stefon",min, oak,3,6700,3
401,"Turner, Malik",sea, nor,2.9,4900,3
402,"Johnson, KeeSean",ari, car,2.8,4800,3
403,"Inman, Dontrelle",lac, hou,2.8,4500,3
404,"Bourne, Kendrick",sfo, pit,2.7,4500,3
405,"Golladay, Kenny",det,phi,2.7,7000,3
406,"Anderson, Robby",nyj,nwe,2.6,5700,3
407,"Ginn Jr., Ted",nor,sea,2.5,5000,3
408,"Patterson, Cordarrelle",chi,was,2.5,4500,3
409,"Washington, James",pit,sfo,2.4,5200,3
410,"Perriman, Breshad",tam, nyg,2.4,4600,3
411,"McKenzie, Isaiah",buf, cin,2.4,4700,3
412,"Sanders, Emmanuel",den,gnb,2,5700,3
413,"Miller, Anthony",chi,was,2,5200,3
414,"Byrd, Damiere",ari, car,1.9,5000,3
415,"Crabtree, Michael",ari, car,1.9,4600,3
416,"Erickson, Alex",cin,buf,1.8,4500,3
417,"Hill, Taysom",nor,sea,1.5,6000,3
418,"Cain, Deon",ind, atl,1.5,4500,3
419,"Benjamin, Travis",lac, hou,1.5,4500,3
420,"Arcega-Whiteside, JJ",phi, det,1.5,4600,3
421,"Wims, Javon",chi,was,1.3,4500,3
422,"Pringle, Byron",kan, bal,1.2,4500,3
423,"Ross, John",cin,buf,1.2,6700,3
424,"James, Richie",sfo, pit,1.2,4600,3
425,"Hogan, Chris",car,ari,1.1,4500,3
426,"Ridley, Calvin",atl,ind,1.1,6500,3
427,"Hurns, Allen",mia,dal,1.1,4500,3
428,"Hardy, Justin",atl,ind,1.1,4500,3
429,"Shepard, Russell",nyg,tam,1.1,4500,3
430,"Fowler, Bennie",nyg,tam,1,4900,3
431,"Brown, A.J.",ten,jac,0.9,5200,3
432,"Holton, Johnny",pit,sfo,0.9,4500,3
433,"Allison, Geronimo",gnb, den,0.4,5200,3
434,"Boykin, Miles",bal,kan,0,4500,3
435,"Hamilton, DaeSean",den,gnb,0,5300,3
436,"Carr, Austin",nor,sea,0,4500,3
437,"Moore, Chris",bal,kan,0,4700,3
438,"Gage, Russell",atl,ind,0,4500,3
439,"Sherfield, Trent",ari, car,0,4500,3
440,"Willis, Damion",cin,buf,0,4500,3
441,"Wilson, Cedrick",dal, mia,0,4500,3
442,"Lee, Marqise",jac, ten,0,4500,3
443,"Jennings, Darius",ten,jac,0,4500,3
444,"Davis, Geremy",lac, hou,0,4500,3
445,"Thomas, De'Anthony",kan, bal,0,4500,3
446,"Rogers, Chester",ind, atl,0,4700,3
447,"Thomas, Mike",lar,cle,0,4500,3
448,"Natson, JoJo",lar,cle,0,4500,3
449,"Lazard, Allen",gnb, den,0,4500,3
450,"Spencer, Diontae",den,gnb,0,4500,3
451,"Johnson, Olabisi",min, oak,0,4500,3
452,"Wilson, Bobo",tam, nyg,0,4500,3
453,"Taylor, Taywan",cle, lar,0,4500,3
454,"Hodge, KhaDarel",cle, lar,0,4500,3
455,"Watson, Justin",tam, nyg,0,4500,3
456,"Harmon, Kelvin",was, chi,0,4500,3
457,"Roberts, Andre",buf, cin,0,4500,3
458,"Foster, Robert",buf, cin,0,4700,3
459,"Slater, Matthew",nwe, nyj,0,4500,3
460,"Carter, DeAndre",hou,lac,0,4500,3
461,"Reynolds, Josh",lar,cle,0,4500,3
462,"Core, Cody",nyg,tam,0,4500,3
463,"Jones, T.J.",nyg,tam,0,5200,3
464,"Isabella, Andy",ari, car,0,4500,3
465,"McCloud, Ray-Ray",car,ari,0,4500,3
466,"Cole, Keelan",jac, ten,0,4500,3
467,"Coutee, Keke",hou,lac,0,4900,3
468,"Bellamy, Josh",nyj,nwe,0,4500,3
469,"Beebe, Chad",min, oak,0,4800,3
470,"Switzer, Ryan",pit,sfo,0,4500,3
471,"Olszewski, Gunner",nwe, nyj,-2,4500,3
